source,target,weight
7,458,0.050157975
7,461,0.016872065
7,536,0.037155617
8,879,0.010693349
8,577,0.02354783
8,161,0.033938956
8,673,0.008428651
8,808,0.00597798
8,600,0.022794366
8,947,0.015087513
8,978,0.010162523
8,1124,0.006655825
8,714,0.0071413284
8,719,0.0133412955
8,211,0.034844793
8,1116,0.046231598
8,232,0.054351654
8,743,0.009194568
8,1016,0.023560183
8,472,0.056696247
8,247,0.015315739
8,993,0.007085782
8,9,0.011289943
8,249,0.0930732
8,320,0.059632592
8,652,0.031875502
8,716,0.01544226
8,758,0.0121591585
9,8,0.04434696
9,743,0.019229684
9,879,0.022364268
9,1124,0.013920112
9,673,0.017627837
9,191,0.03385283
9,682,0.019061273
9,1089,0.0201204
9,602,0.0142156845
9,854,0.06407953
9,787,0.03575494
9,211,0.07287503
9,275,0.02502657
9,641,0.046800334
9,584,0.046800334
9,1107,0.046800334
9,719,0.027902225
9,600,0.047672547
9,861,0.036611956
9,347,0.13102913
9,723,0.026488924
9,551,0.023504276
9,639,0.03397621
9,761,0.038487848
9,891,0.043978233
9,907,0.02778976
9,1017,0.02852506
9,1018,0.018105451
9,1055,0.06706063
9,1103,0.045062285
9,1130,0.048677538
9,1148,0.03201662
10,830,0.010625544
10,982,0.015700685
10,31,0.009139035
10,685,0.0054105595
10,956,0.010428014
10,213,0.052672513
10,1129,0.005808828
10,1030,0.011124219
10,629,0.015985942
10,648,0.019405426
10,664,0.016070299
10,114,0.06409087
10,1070,0.02315749
10,950,0.014020985
10,1119,0.00846295
10,71,0.012568022
10,583,0.015498172
10,914,0.0069893086
10,795,0.011004333
10,1146,0.011004333
10,102,0.072803356
10,413,0.051703494
10,755,0.026418481
10,1098,0.0209371
10,1114,0.020937104
11,1014,0.016935768
11,756,0.011162576
11,387,0.015092131
11,493,0.022387415
11,595,0.01718081
11,508,0.025076376
11,842,0.017590646
11,1016,0.010227803
11,298,0.020684421
11,337,0.011809753
11,12,0.033587683
11,762,0.014148853
11,342,0.016014898
11,521,0.022397377
11,594,0.02676782
11,290,0.024777584
11,782,0.012705346
11,48,0.02677944
11,347,0.016966531
11,714,0.0035063357
11,103,0.035662703
11,263,0.078857675
11,282,0.010610195
11,428,0.054914817
11,462,0.04201793
11,532,0.05571896
11,539,0.047102217
11,551,0.002809259
11,774,0.035375923
11,1090,0.009652316
12,11,0.025379356
12,298,0.034659974
12,482,0.026436651
12,632,0.021159789
12,762,0.01617641
12,594,0.0306037
12,508,0.03461985
12,387,0.017254861
12,879,0.005221606
12,472,0.04912385
12,714,0.0040088007
12,969,0.024804633
12,211,0.017014852
12,930,0.022760766
12,462,0.04803918
12,582,0.033783674
12,756,0.012762194
12,922,0.015933009
12,1014,0.019362692
12,1016,0.011693464
12,263,0.09015812
12,311,0.057673488
12,320,0.05166801
12,934,0.029623043
12,980,0.029623043
13,379,0.023419626
13,240,0.02639663
13,445,0.0340762
13,941,0.035002626
13,315,0.04184155
13,1147,0.0046722167
13,428,0.063854076
13,284,0.07402467
13,334,0.03440658
13,38,0.03362581
13,333,0.016269244
13,236,0.016732033
13,222,0.0501975
13,446,0.02015725
13,44,0.04391205
13,548,0.014450302
13,943,0.0038959195
13,205,0.058413927
13,246,0.0094446335
13,46,0.009544768
13,34,0.06072247
13,146,0.060799424
13,357,0.054206494
13,394,0.04787931
14,17,0.020496452
14,469,0.025784217
14,451,0.025784215
14,167,0.030391403
14,660,0.021574574
14,881,0.022864163
14,199,0.1583845
14,438,0.049704902
14,452,0.04970491
14,871,0.0035844257
14,318,0.045734067
14,386,0.034470297
14,258,0.026017027
15,634,0.010247712
15,862,0.003400153
15,267,0.052011125
15,376,0.019691315
15,1102,0.018365942
15,351,0.03752847
15,1073,0.028034102
15,1003,0.003802525
15,778,0.004524434
15,917,0.0038779199
15,1110,0.004111097
15,108,0.0645088
15,948,0.01958082
15,460,0.0345183
15,727,0.13438125
15,197,0.035212114
15,337,0.013663802
15,397,0.036616046
16,215,0.024324935
16,358,0.014044084
16,870,0.009458894
16,309,0.02251869
16,842,0.009319514
16,1016,0.0054186843
16,404,0.012401187
16,1014,0.00897256
16,75,0.013126459
16,767,0.007944748
16,384,0.005405686
16,750,0.007373971
16,46,0.004282285
16,246,0.00430326
16,434,0.02939833
16,719,0.0012582348
16,515,0.03829298
16,799,0.016630484
16,519,0.00524706
16,159,0.023600733
16,20,0.010830852
16,55,0.025525445
16,264,0.02787352
16,544,0.05262111
16,561,0.07865169
17,14,0.044578623
17,759,0.0049134637
17,492,0.017215231
17,519,0.0049766237
17,154,0.00936489
17,185,0.016361244
17,478,0.025243329
17,431,0.00878281
17,333,0.007030701
17,52,0.016027208
17,834,0.008603014
17,678,0.0055203424
17,518,0.0112457145
17,441,0.01835491
17,308,0.020532355
17,22,0.029772572
17,82,0.008888136
17,177,0.009628074
17,798,0.012361641
17,179,0.032100413
17,36,0.008347909
17,41,0.023299724
17,86,0.029471368
17,99,0.027386254
17,167,0.022173956
17,204,0.021109628
17,233,0.029541926
17,236,0.0072306925
17,238,0.01141506
17,276,0.022380427
17,348,0.022812804
17,352,0.049395375
17,359,0.025012204
17,407,0.015142049
17,435,0.037882254
17,440,0.035267845
17,450,0.041913707
17,451,0.018812492
17,469,0.018812496
17,523,0.033764284
17,563,0.021574741
17,628,0.007261861
17,660,0.015741086
17,721,0.025373686
17,921,0.010570324
17,1105,0.025373686
17,1115,0.026657894
18,299,0.024513382
18,129,0.2193662
18,90,0.02958372
18,557,0.04004321
18,550,0.028308267
19,487,0.024400787
19,237,0.017946137
19,518,0.01446233
19,429,0.030631538
19,154,0.012043534
19,261,0.01857368
19,177,0.012381997
19,327,0.038335305
19,516,0.030790273
19,504,0.023899507
19,431,0.01129496
19,371,0.017053202
19,125,0.0056002466
19,519,0.006400089
19,895,0.02702546
19,964,0.0035286539
19,250,0.029491961
19,270,0.015061465
19,421,0.012947323
19,520,0.008671949
19,44,0.02440429
19,190,0.036921844
19,276,0.028781904
19,300,0.023809247
19,310,0.027668288
19,342,0.010349175
19,348,0.02933796
19,391,0.002961121
19,405,0.028042056
19,455,0.031488348
19,465,0.039861232
19,494,0.018273963
19,511,0.028322814
19,558,0.020950848
19,710,0.0031879253
19,721,0.03263133
19,963,0.026181612
19,1105,0.03263133
19,1112,0.0036458075
19,1123,0.0014428173
20,385,0.020425882
20,370,0.01541724
20,61,0.0412316
20,581,0.018538466
20,782,0.017327437
20,1052,0.008508441
20,215,0.048852835
20,16,0.048852835
20,436,0.0332356
20,750,0.014809467
20,159,0.047398385
20,767,0.015955783
20,319,0.04102389
20,76,0.033391915
20,580,0.008184046
20,919,0.008285598
20,702,0.008285598
20,80,0.0020450098
20,1023,0.023598347
20,838,0.019153219
21,49,0.023121404
21,33,0.02638493
21,314,0.016902208
21,37,0.015049461
21,196,0.028151788
21,304,0.038973764
21,402,0.018069198
21,395,0.012222753
21,458,0.043970075
21,290,0.010912649
21,161,0.011327835
21,997,0.0039114747
21,212,0.020745056
21,728,0.001500232
21,953,0.0045949044
21,383,0.034219757
21,708,0.0051165754
21,84,0.026303649
21,274,0.02175492
21,1015,0.0032908106
21,110,0.04518525
22,17,0.017103871
22,492,0.019689567
22,352,0.056494944
22,435,0.04332705
22,154,0.010710901
22,1115,0.03048942
22,371,0.015166244
22,166,0.029767497
22,759,0.005619674
22,563,0.02467567
22,43,0.024217535
22,404,0.0134525765
22,348,0.026091678
22,308,0.023483457
22,963,0.023284582
22,450,0.047937945
22,75,0.014239336
22,177,0.011011913
22,441,0.020993048
22,237,0.015960371
22,81,0.13044816
22,93,0.034628265
22,111,0.0389728
22,157,0.08437541
22,168,0.05463518
22,389,0.039645374
22,523,0.03861721
22,526,0.10444131
22,533,0.058891784
22,1061,0.018487405
23,2,0.017385181
23,575,0.019099174
23,277,0.014797743
23,379,0.012017596
23,945,0.01199483
23,445,0.017485932
23,160,0.06796468
23,125,0.0051708557
23,548,0.0074150586
23,384,0.0060880193
23,342,0.009555666
23,44,0.022533122
23,236,0.008585911
23,543,0.011269472
23,27,0.08179949
23,603,0.0006598366
23,1090,0.004244961
23,333,0.008348435
23,941,0.017961323
23,246,0.004846439
23,46,0.0048228186
23,124,0.049174562
23,205,0.029974645
23,218,0.03578403
23,266,0.03180867
23,267,0.026822686
23,293,0.07491473
23,357,0.027815636
23,394,0.02456889
23,406,0.019702487
23,428,0.03276622
23,438,0.04306239
23,452,0.04306239
23,539,0.028104646
23,559,0.022543507
23,568,0.01907268
23,585,0.030582123
23,1013,0.006379063
24,361,0.04739202
24,174,0.04441605
24,89,0.04216099
24,562,0.016156211
24,524,0.025804527
24,881,0.03281075
24,272,0.0383794
24,844,0.016967528
24,608,0.030718736
24,92,0.055239595
24,932,0.0076068696
24,871,0.005305317
24,76,0.03101633
24,792,0.016807692
24,1009,0.03229391
24,1121,0.012635071
24,679,0.012623654
24,939,0.013277888
24,818,0.012635072
25,292,0.035935424
25,501,0.014592853
25,646,0.004190736
25,885,0.004220111
25,686,0.021546934
25,1082,0.0045160926
25,856,0.0044195713
25,855,0.009644569
25,513,0.029635666
25,530,0.028329741
25,190,0.043205883
25,507,0.018217655
25,563,0.032468062
25,105,0.026293287
25,463,0.01588316
25,288,0.043571934
25,1038,0.011359431
25,234,0.027679937
25,424,0.036642488
25,237,0.021000545
25,64,0.032687195
25,264,0.039785188
25,399,0.057443656
25,601,0.02224141
25,773,0.01385815
25,806,0.02224141
25,1050,0.020659829
25,1134,0.021702923
26,355,0.031875495
26,398,0.020494439
26,470,0.03693134
26,506,0.043816242
26,88,0.06459245
26,377,0.018192766
26,754,0.01368375
26,869,0.008777659
26,382,0.0466409
27,23,0.012012006
27,124,0.03425636
27,500,0.019922549
27,191,0.009200712
27,150,0.028353307
27,529,0.016224086
27,555,0.11591067
27,277,0.010308518
27,222,0.017944047
27,331,0.025613073
27,341,0.019691743
27,592,0.008919436
27,172,0.021600643
28,658,0.0051862537
28,528,0.107070066
28,253,0.10717461
28,969,0.012064126
28,420,0.026272077
28,70,0.025311988
28,176,0.025925662
28,653,0.002313596
28,712,0.006292726
28,788,0.009685329
28,930,0.006867914
28,980,0.014407634
28,934,0.014407634
28,772,0.0018873804
28,990,0.014971487
28,279,0.008349053
28,853,0.004091026
28,183,0.009423673
28,289,0.024693199
28,717,0.010419308
28,338,0.0085646
28,479,0.006592018
29,3,0.01780628
29,77,0.016217297
29,95,0.011873026
29,535,0.009463771
29,208,0.0072110747
29,113,0.013615269
29,1092,0.001927441
29,822,0.0024769045
29,329,0.0025713297
29,336,0.023965921
29,963,0.009106628
29,169,0.01975653
29,345,0.008193911
29,1044,0.0008005307
29,422,0.017298425
29,408,0.007185911
29,187,0.0050600907
29,228,0.030649995
29,964,0.0012273556
29,804,0.010797647
29,115,0.0169012
29,135,0.01601974
29,214,0.046373177
29,268,0.017071987
29,365,0.07828042
29,527,0.009184723
29,546,0.018367803
29,547,0.019666841
29,549,0.014916877
29,554,0.06608912
29,832,0.007837217
29,1039,0.0033072866
30,38,0.030641373
30,759,0.01036077
30,525,0.008071182
30,212,0.049908895
30,185,0.034500115
30,240,0.022856047
30,75,0.0262525
30,507,0.025526183
30,869,0.011221616
30,519,0.010493952
30,200,0.020756753
30,404,0.02480198
30,82,0.018741956
30,368,0.039446916
30,331,0.06529181
30,202,0.032715738
30,362,0.024167312
30,678,0.011640462
30,166,0.054881155
30,274,0.052338447
30,87,0.018335171
30,491,0.017759625
31,10,0.28993312
31,1136,0.17456111
31,1129,0.15875797
31,968,0.12497387
31,830,0.2098257
31,629,0.31938574
31,795,0.15461569
31,1146,0.15461569
31,685,0.14787312
31,956,0.18976524
31,1120,0.18128
31,1119,0.15366943
31,950,0.10359256
31,942,0.19834319
31,914,0.19102105
31,982,0.105327025
31,971,0.16213381
31,709,0.13919005
31,583,0.16912566
31,1030,0.17501158
31,664,0.17187534
32,6,0.027437478
32,230,0.028839845
32,206,0.016533276
32,544,0.03736274
32,184,0.03760004
32,722,0.015721044
32,55,0.018123914
32,136,0.030602587
32,561,0.055845313
32,767,0.005641034
32,595,0.006462994
32,510,0.02947025
32,553,0.011529183
32,774,0.013307545
32,750,0.0052357633
32,468,0.013815084
32,788,0.006552101
32,541,0.31147045
32,1131,0.012286818
32,990,0.010128172
33,21,0.029149106
33,49,0.021310987
33,314,0.015578759
33,37,0.013871082
33,196,0.025947493
33,304,0.0359221
33,138,0.019276893
33,161,0.010440862
33,574,0.026276967
33,100,0.014888612
33,84,0.024244066
33,212,0.019120712
33,287,0.021077333
33,433,0.016869958
33,274,0.020051504
33,490,0.02004252
33,232,0.016720552
33,997,0.003605205
33,402,0.016654374
33,467,0.011731295
33,62,0.022110162
33,74,0.03449141
33,115,0.030523587
33,326,0.026472535
33,328,0.019729212
33,383,0.031540338
33,388,0.016754145
33,458,0.040527206
34,463,0.019782338
34,403,0.005860411
34,240,0.020316478
34,941,0.028351981
34,13,0.036001418
34,400,0.027309654
34,146,0.049247276
34,301,0.041952703
34,757,0.007970296
34,104,0.036273666
34,45,0.050759334
34,268,0.07153575
34,892,0.017678956
34,508,0.023618193
34,446,0.0135658
34,637,0.004431868
35,787,0.006654011
35,891,0.004758264
35,584,0.0010112699
35,1107,0.0010112699
35,641,0.0010112699
35,447,0.058621086
35,875,0.0014580269
35,1089,0.0037444143
35,534,0.016456863
35,363,0.20532954
35,1065,0.00062321307
35,265,0.016654558
35,193,0.026346197
35,682,0.0010035934
35,709,0.00060907856
35,581,0.0049588694
35,322,0.024355661
35,454,0.012660007
35,375,0.022986237
35,207,0.016996933
36,17,0.022582028
36,261,0.02180914
36,125,0.0065757865
36,520,0.010182566
36,964,0.0041433326
36,48,0.020319993
36,1044,0.002702447
36,415,0.013479142
36,52,0.024201915
36,379,0.015282801
36,731,0.005733679
36,236,0.01091872
36,391,0.0034769364
36,609,0.0017577335
36,270,0.017685108
36,575,0.024288455
36,993,0.00082871254
36,676,0.0009174591
36,1118,0.015765054
36,634,0.0067207594
36,41,0.035183784
36,43,0.0319741
36,63,0.03548248
36,69,0.032373138
36,99,0.041354656
36,108,0.042306818
36,113,0.045962714
36,131,0.16320567
36,148,0.01591172
36,158,0.08270088
36,221,0.03548248
36,254,0.021820769
36,308,0.031004913
36,310,0.03248799
36,323,0.014931893
36,332,0.013296637
36,477,0.017637104
36,539,0.035740733
36,569,0.016411994
36,586,0.010991863
36,652,0.012802833
36,660,0.023769852
36,666,0.0055178707
36,688,0.008761293
36,738,0.009255756
36,747,0.00935507
36,783,0.006741528
36,878,0.0060821064
36,941,0.022841448
36,967,0.037438862
36,985,0.00935507
36,1035,0.010991862
36,1063,0.00935507
36,1084,0.00935507
36,1091,0.00935507
36,1108,0.015700575
37,7,0.020311896
37,21,0.03732368
37,33,0.031138996
37,314,0.019947667
37,196,0.033224206
37,402,0.021324927
37,49,0.027287442
37,304,0.045996096
37,458,0.05189265
37,755,0.011922922
37,259,0.0050170105
37,110,0.05332678
37,953,0.00542282
37,355,0.017129233
37,913,0.0012954237
37,232,0.021409662
37,383,0.040385507
37,60,0.020568376
37,114,0.03170812
37,958,0.0032534797
37,61,0.020141907
37,62,0.028310737
37,245,0.038548283
37,324,0.041149464
37,536,0.03844061
37,621,0.0010116766
37,692,0.0047361883
37,828,0.0044813044
37,836,0.0053126574
37,902,0.0032938414
37,965,0.004660628
37,996,0.011339204
37,1080,0.0063572954
38,13,0.026248014
38,30,0.030590761
38,415,0.012198289
38,525,0.00523072
38,75,0.017013546
38,185,0.022358604
38,404,0.016073503
38,445,0.020123836
38,384,0.0070064506
38,133,0.031163832
38,362,0.015662191
38,246,0.005577567
38,46,0.0055503813
38,759,0.006714538
38,163,0.017608574
38,240,0.014812394
38,941,0.020670943
38,379,0.013830553
38,408,0.021953197
38,496,0.04020067
38,270,0.016004583
38,44,0.025932437
38,59,0.014369347
38,78,0.04164433
38,117,0.021158468
38,145,0.030587215
38,162,0.034131493
38,241,0.033446852
38,269,0.044457976
38,515,0.049632527
38,539,0.03234447
38,571,0.028219346
38,620,0.0046085347
38,656,0.02928816
38,693,0.013126913
38,898,0.06150412
38,909,0.05254392
38,991,0.01312641
38,1102,0.008984407
39,310,0.028798198
39,585,0.034474306
39,148,0.014104561
39,114,0.041031297
39,236,0.009678638
39,125,0.0058289487
39,959,0.016387125
39,1013,0.0071909246
39,445,0.019711362
40,198,0.06764406
40,321,0.032478053
40,1031,0.024590531
40,216,0.031144843
40,147,0.018412275
40,434,0.036927924
40,92,0.037195936
40,243,0.0422071
40,350,0.041761864
40,476,0.031947695
40,259,0.0064234575
40,973,0.022627225
40,309,0.028286248
40,174,0.029907832
40,442,0.06983853
40,957,0.022419393
40,89,0.028389372
41,167,0.027152518
41,43,0.025928266
41,233,0.036174763
41,660,0.019275319
41,352,0.060485765
41,894,0.010632859
41,435,0.04638768
41,650,0.009520753
41,190,0.03515596
41,236,0.008854149
41,134,0.005235771
41,884,0.005324293
41,424,0.029815428
41,36,0.010222206
41,17,0.018312097
41,501,0.011873979
41,879,0.002087211
41,930,0.00759973
41,288,0.03545381
41,238,0.0139780035
41,194,0.04819483
41,502,0.027525274
41,1142,0.007138558
42,73,0.10629079
43,22,0.040272083
43,41,0.031516537
43,563,0.029183228
43,688,0.007848092
43,738,0.008291018
43,501,0.013116476
43,300,0.025042757
43,609,0.0015745234
43,278,0.038503777
43,52,0.021679323
43,81,0.15427743
43,1061,0.021864537
43,297,0.02764959
43,223,0.02764956
43,628,0.009822807
43,36,0.011291858
43,513,0.026637387
43,199,0.1563122
43,389,0.046887483
43,535,0.028618015
43,63,0.031784102
43,143,0.092837274
43,188,0.100009136
43,221,0.031784102
43,280,0.048699386
43,661,0.0048097135
44,2,0.020510593
44,13,0.02690751
44,23,0.020342946
44,379,0.014178053
44,445,0.020629456
44,384,0.0071824896
44,726,0.0049219015
44,945,0.014151195
44,487,0.026580188
44,333,0.009849271
44,520,0.009446499
44,880,0.019845853
44,310,0.030139528
44,1002,0.013839441
44,38,0.020356797
44,125,0.0061004437
44,543,0.0132954335
44,19,0.021655409
44,1024,0.010662333
44,518,0.015754059
44,46,0.0056898375
44,246,0.005717705
44,267,0.03164472
44,277,0.017458
44,559,0.026596254
44,585,0.03608001
44,903,0.0051821815
44,909,0.053864107
45,34,0.026213162
45,701,0.004027855
45,133,0.022780394
45,48,0.013442206
45,732,0.0033105742
45,940,0.0014841869
45,961,0.003230806
45,486,0.021307692
45,513,0.019671733
45,247,0.005826185
45,1006,0.0010487966
45,606,0.008365785
45,208,0.01610372
45,1058,0.008365787
45,886,0.008365787
45,838,0.009035691
45,345,0.018298592
45,278,0.028435074
45,104,0.019332087
45,424,0.024322763
45,537,0.03697019
45,354,0.02992539
45,514,0.05640459
45,547,0.04391987
45,549,0.03331228
46,0,0.056619376
46,13,0.043579653
46,16,0.052346334
46,23,0.03294763
46,38,0.03297006
46,44,0.0430557
46,246,0.00926045
46,384,0.01163283
46,82,0.02016631
46,519,0.011291471
46,59,0.028256275
46,75,0.02824764
46,823,0.008075092
46,270,0.026572457
46,445,0.033411663
46,261,0.032768946
46,430,0.052346006
46,125,0.009880334
46,236,0.016405733
46,1102,0.017064346
46,377,0.021444
46,404,0.026686884
46,185,0.037122052
46,240,0.02459306
46,1038,0.01712622
46,80,0.0028885351
46,100,0.041815717
46,121,0.021526419
46,122,0.060369775
46,144,0.014590883
46,147,0.031543493
46,159,0.05078787
46,162,0.056668617
46,204,0.04789568
46,215,0.05234633
46,264,0.059982743
46,267,0.051252086
46,271,0.018012851
46,285,0.03221424
46,292,0.054178584
46,309,0.048459366
46,333,0.01595197
46,334,0.031180006
46,379,0.02296291
46,403,0.013204701
46,405,0.04947369
46,439,0.047323372
46,506,0.05164666
46,507,0.027466122
46,520,0.015299639
46,539,0.05370162
46,558,0.0369629
46,579,0.02007597
46,591,0.017008832
46,601,0.0335326
46,631,0.016091265
46,661,0.019958789
46,686,0.032485567
46,693,0.0388395
46,695,0.020876298
46,729,0.034039076
46,730,0.018957952
46,787,0.026654534
46,806,0.0335326
46,807,0.009372203
46,809,0.037282687
46,810,0.017632935
46,817,0.01623173
46,850,0.018094208
46,945,0.022919407
46,959,0.032667436
46,975,0.034039274
46,991,0.03884028
46,1024,0.017268812
46,1050,0.031148102
46,1062,0.020214973
46,1075,0.017636698
46,1099,0.016099367
46,1134,0.032720745
47,106,0.024427727
47,69,0.024515567
47,285,0.016236078
47,349,0.029027045
47,843,0.012202293
47,614,0.026631398
47,280,0.041170366
47,162,0.028561162
47,588,0.015150205
47,107,0.015385292
47,832,0.020035427
47,543,0.010852908
47,949,0.021701545
47,754,0.008129157
47,432,0.016198874
47,301,0.025595132
47,48,0.015387951
47,182,0.028798264
47,163,0.014734817
47,672,0.0032012148
47,67,0.0588968
47,332,0.010069296
47,372,0.1837683
47,560,0.050365865
48,3,0.036562134
48,11,0.010245206
48,36,0.0076674037
48,45,0.024873393
48,47,0.019620256
48,170,0.02284525
48,344,0.021964783
48,342,0.0073913736
48,247,0.005356933
48,432,0.013010875
48,117,0.014220881
48,330,0.028478868
48,701,0.003703443
48,501,0.008906357
48,760,0.013488136
48,520,0.0061935014
48,890,0.0121644335
48,208,0.014806698
48,379,0.009295694
48,104,0.017775042
48,374,0.024757668
48,625,0.0006377873
48,917,0.0015469244
48,68,0.019259624
48,76,0.01448414
48,99,0.025153778
48,106,0.019620256
48,108,0.025732929
48,113,0.027956614
48,115,0.034703698
48,135,0.032893777
48,156,0.017581318
48,169,0.040566627
48,175,0.015775662
48,189,0.03070727
48,214,0.09521933
48,257,0.015246245
48,313,0.016326593
48,354,0.027515143
48,537,0.033992536
48,539,0.021739138
48,547,0.04038247
48,644,0.008017763
48,660,0.014457904
48,706,0.010913206
48,749,0.034510978
48,924,0.010913206
48,935,0.019995002
48,967,0.022772018
48,1108,0.009549802
49,21,0.025368929
49,33,0.021165194
49,37,0.012072225
49,196,0.022582514
49,314,0.013558444
49,304,0.03126358
49,274,0.017451145
49,75,0.008753338
49,404,0.008269694
49,402,0.014494565
49,290,0.0087538
49,100,0.0129577955
49,161,0.009086847
49,997,0.0031376677
49,395,0.009804724
49,467,0.010209933
49,1143,0.006193929
49,84,0.021099998
49,383,0.027450053
49,337,0.004172328
49,110,0.036246248
49,179,0.02256929
49,212,0.016641064
49,245,0.02620129
49,324,0.027969321
49,382,0.017035922
49,458,0.035271473
49,498,0.03414819
49,507,0.008511163
49,571,0.014518635
49,996,0.0077072657
50,205,0.042075645
50,367,0.049236134
50,65,0.05656346
50,678,0.009201299
50,491,0.009404028
50,444,0.026323048
50,179,0.053504925
50,274,0.041371357
50,428,0.045994192
50,490,0.041352816
50,138,0.03977313
50,860,0.018990004
50,394,0.034487538
50,167,0.03695953
50,953,0.008738135
50,467,0.024204647
50,759,0.0081897555
50,579,0.0071551744
50,456,0.04272671
50,566,0.02841401
50,435,0.06314208
51,229,0.052026093
51,192,0.05220006
51,360,0.05527775
51,353,0.02557547
51,662,0.03463038
51,321,0.04254043
51,927,0.009342637
51,873,0.0092563
51,524,0.02275898
51,116,0.04838817
51,89,0.037184987
51,748,0.011081706
51,255,0.028625736
51,409,0.031558834
51,252,0.04774698
51,858,0.016513746
51,216,0.040794156
51,248,0.019567829
51,1079,0.03254068
51,231,0.030146014
51,350,0.054700557
51,545,0.029568497
51,674,0.03803441
51,705,0.061391518
52,17,0.027313087
52,36,0.015246753
52,43,0.038672857
52,519,0.009089383
52,657,0.0068403524
52,308,0.037500616
52,628,0.013263178
52,834,0.015712682
52,478,0.046104815
52,261,0.026378278
52,759,0.008974029
52,177,0.017584868
52,520,0.01231587
52,501,0.017710429
52,376,0.0156197455
52,518,0.02053935
52,523,0.061667625
52,1124,0.001083272
